BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
891572547RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE CHRISTOPHER FOUNDATION,THE CHRISTOPHER FOUNDATION,1993-08-03 0:00,1,1010-475 WEST GEORGIA STREET,VANCOUVER,BC,V6B4M9,CA,,,
891573982RR0001,C,100,Core Health Care,99,Other,SOVEREIGN ORDER OF ST. JOHN OF JERUSALEM KNIGHTS HOSPITALLER,SOVEREIGN ORDER OF ST JOHN OF JERUSALEM KNIGHTS HOSPITALLER,1991-04-01 0:00,1,6389 STADIUM RD,VANCOUVER,BC,V6T1Z4,CA,(604)806-9686,ADMIN@SOSJVANCOUVER.ORG,
891577645RR0001,C,100,Core Health Care,99,Other,100 MILE DISTRICT HOSPICE PALLIATIVE CARE SOCIETY,100 Mile District Hospice Palliative Care Society,1994-10-17 0:00,1,BAG 399,100 MILE HOUSE,BC,V0K2E0,CA,(250)396-7165,BILMARZ@HOTMAIL.COM,WWW.100MILEDISTRICTHOSPICE.ORG
891585390RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",LOHN FOUNDATION,LOHN FOUNDATION,1991-03-27 0:00,1,1008 - 808 NELSON ST,VANCOUVER,BC,V6Z2H2,CA,,,
891604266RR0001,C,1,Organizations Relieving Poverty,99,Other,JEWISH FAMILY SERVICES OF VANCOUVER ISLAND,Jewish Family Services of Vancouver Island,1996-01-01 0:00,1,3636 SHELBOURNE ST,VICTORIA,BC,V8P4H2,CA,(250)704-2744,PRESIDENT@JFSVI.CA,WWW.JFSVI.CA
891620866RR0001,C,160,Community Resource,99,Other,SASAMAT VOLUNTEER FIREFIGHTERS ASSOCIATION,SASAMAT VOLUNTEER FIREFIGHTERS ASSOCIATION,1993-01-01 0:00,1,402 - 130 BREW ST,PORT MOODY,BC,V3H0E3,CA,(604)469-0349,SVFA_EXECUTIVE@YAHOO.CA,WWW3.TELUS.NET/SASFIRE
891621062RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),CAMPBELL RIVER YACHT CLUB FOUNDATION,CAMPBELL RIVER YACHT CLUB FOUNDATION,1993-06-01 0:00,1,2641 CAMPBELL RIVER ROAD,CAMPBELL RIVER,BC,V9W4P1,CA,(250)923-4618,DAKIND@TELUS.NET,
891621666RR0001,C,1,Organizations Relieving Poverty,99,Other,LOWER MAINLAND DOWN SYNDROME SOCIETY,LOWER MAINLAND DOWN SYNDROME SOCIETY,1990-04-01 0:00,1,481 - 13320 78 AVE,SURREY,BC,V3W0H6,CA,(604)591-2722,INFO@LMDSS.COM,WWW.LMDSS.COM
891624066RR0001,C,160,Community Resource,99,Other,COMOX VALLEX CITIZENS ON PATROL SOCIETY,COMOX VALLEY CITIZENS ON PATROL SOCIETY,1995-01-01 0:00,1,"BOX 3075, THE TREASURER",COURTENAY,BC,V9N5N3,CA,(250)897-1443,CVCOPS@telus.net,
891636664RR0001,C,200,Public Amenities,9,Providing low-cost housing,THE HVS HERITAGE VANCOUVER SOCIETY,THE HVS HERITAGE VANCOUVER SOCIETY,1996-01-01 0:00,1,309 - 268 KEEFER ST,VANCOUVER,BC,V6A1X5,CA,(604)254-9411,INFO@HERITAGEVANCOUVER.ORG,WWW.HERITAGEVANCOUVER.ORG
891637266RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",LANGLEY HOSPICE FOUNDATION,LANGLEY HOSPICE FOUNDATION,1994-08-19 0:00,1,20660 48 AVE,LANGLEY,BC,V3A3L6,CA,(604)530-1115,,WWW.LANGLEYHOSPICE.COM
891642043RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),NORTH SHORE COMMUNITY FOUNDATION,NORTH SHORE COMMUNITY FOUNDATION,1988-11-14 0:00,1,PO BOX 37104 RPO LONSDALE,NORTH VANCOUVER,BC,V7N4M4,CA,(604)998-4460,INFO@NSCOMMUNITYFOUNDATION.COM,WWW.NSCOMMUNITYFOUNDATION.COM
891650921RR0001,C,200,Public Amenities,99,Other,ALOUETTE RIVER MANAGEMENT SOCIETY,ALOUETTE RIVER MANAGEMENT SOCIETY,2001-01-01 0:00,1,"24959 ALOUETTE RD., ALLCO PARK",MAPLE RIDGE,BC,V4R1R8,CA,(604)467-6401,ARMS@ALOUETTERIVER.ORG,WWW.ALOUETTERIVER.ORG
891689861RR0001,C,1,Organizations Relieving Poverty,99,Other,CONTACT COMMUNITY ASSISTANCE SOCIETY,CONTACT COMMUNITY ASSISTANCE SOCIETY,1971-03-29 0:00,1,PO BOX 572,SOOKE,BC,V9Z1H5,CA,(250)642-4649,,
891692642RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),CHARITABLE TRUST FUND OF THE CANADIAN NATIONAL COMMITTEE,CHARITABLE TRUST FUND OF THE CANADIAN NATIONAL COMMITTEE FOR THE INTERNATIONAL UNION OF CRYSTALLOGRAPHY,1983-01-10 0:00,1,"UNIVERSITY OF BRITISH COLUMBIA, 2036 MAIN MALL",VANCOUVER,BC,V6T1Z1,CA,(604)822-4865,BPATRICK@CHEM.UBC.CA,XTALLOGRAPHY.CA/INDEX.PHP/STUDENT-FUNDING/63-2
891696445RR0001,C,200,Public Amenities,9,Providing low-cost housing,SALT SPRING TRAIL AND NATURE CLUB,SALT SPRING TRAIL AND NATURE CLUB,1993-01-01 0:00,1,PO BOX 203 STN GANGES,SALT SPRING ISLAND,BC,V8K2V9,CA,(250)537-4716,STAYLORMUNRO@GMAIL.COM,www.saltspringtnc.ca
891706442RR0001,C,160,Community Resource,99,Other,LIONS BAY SEARCH AND RESCUE SOCIETY,LIONS BAY SEARCH AND RESCUE SOCIETY,1988-07-01 0:00,1,300 - 2083 ALMA ST,VANCOUVER,BC,V6R4N6,CA,(604)921-5963,,
891713976RR0001,C,1,Organizations Relieving Poverty,99,Other,INNER-CITY WOMEN'S INITIATIVES SOCIETY,Inner-City Women's Initiatives Society,1995-03-29 0:00,1,626 POWELL STREET,VANCOUVER,BC,V6A1H4,CA,(604)687-5454,TREASURER@INNERCITYWOMEN.CA,WWW.INNERCITYWOMEN.CA
891719163RR0001,C,1,Organizations Relieving Poverty,99,Other,THE LPBC SOCIETY FOR SHORT STATURE AWARENESS,THE LPBC SOCIETY FOR SHORT STATURE AWARENESS,1996-11-09 0:00,1,PO BOX 409 7101C-120TH STREET,DELTA,BC,V4E2A9,CA,(604)617-0544,OHAWKSWORTH@HOTMAIL.COM,
891721912RR0001,C,110,Supportive Health Care,99,Other,FORWARD HOUSE COMMUNITY SOCIETY,FORWARD HOUSE COMMUNITY SOCIETY,2001-04-01 0:00,1,PO BOX 752 STN MAIN,PARKSVILLE,BC,V9P2G8,CA,(250)954-0785,EXECDIR@FORWARDHOUSE.COM,WWW.FORWARDHOUSE.COM
891729642RR0001,C,200,Public Amenities,99,Other,QUATSINO ARCHIVES ASSOCIATION,QUATSINO ARCHIVES ASSOCIATION,1992-01-01 0:00,1,BOX 100,QUATSINO,BC,V0N2V0,CA,(250)949-7960,QUATSINO.MUSEUM@RECN.CA,
891741647RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),FRIENDS OF THE GRAND FORKS AND DISTRICT PUBLIC LIBRARY SOCIETY,FRIENDS OF THE GRAND FORKS PUBLIC LIBRARY SOCIETY,1994-05-01 0:00,1,P.O. BOX 1539,GRAND FORKS,BC,V0H1H0,CA,(250)442-3944,GRANDFORKS.BCLIBRARY.CA,
891750978RR0001,C,1,Organizations Relieving Poverty,99,Other,POCO A POCO SERVICE SOCIETY,POCO A POCO SERVICE SOCIETY,1996-01-18 0:00,1,275 JUDGES ROW,QUALICUM BEACH,BC,V9K1G7,CA,(250)752-2545,TEPE@SHAW.CA,
891761249RR0001,C,200,Public Amenities,99,Other,UCLUELET AND AREA HISTORICAL SOCIETY,UCLUELET AND AREA HISTORICAL SOCIETY,1989-01-01 0:00,1,PO BOX 397,UCLUELET,BC,V0R3A0,CA,(250)726-7553,TDSMITH@TELUS.NET,
891765968RR0001,C,200,Public Amenities,9,Providing low-cost housing,VANCOUVER HERITAGE FOUNDATION,VANCOUVER HERITAGE FOUNDATION,1996-11-09 0:00,1,402-510 WEST HASTINGS ST,VANCOUVER,BC,V6B1L8,CA,(604)264-9642,,
891790446RR0001,C,200,Public Amenities,99,Other,THE PENDER ISLANDS MUSEUM SOCIETY,The Pender Islands Museum Society,1986-07-09 0:00,1,2408 SOUTH OTTER BAY ROAD,PENDER ISLAND,BC,V0N2M1,CA,(250)629-9963,PENDERMUSEUM@SHAW.CA,WWW.PENDERISLANDMUSEUM.ORG
891805574RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE ILLAHIE FOUNDATION,THE ILLAHIE FOUNDATION,1991-07-26 0:00,1,#1701-1888 ALBERNI STREET,VANCOUVER,BC,V6G1B3,CA,(604)836-1757,ATAILLON@TELUS.NET,
891806176RR0001,C,1,Organizations Relieving Poverty,99,Other,MISSION SEARCH & RESCUE SOCIETY,MISSION - DARD SEARCH & RESCUE SOCIETY,1993-01-01 0:00,1,"PO BOX 20003, RPO STN MISSION HILLS",MISSION,BC,V2V7P8,CA,(778)808-6995,SECRETARY@MISSIONSAR.COM,WWW.MISSIONSAR.COM
891819641RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),TRUST UNDER WILL OF VERA DOLLY DENTY FOUNDATION,TRUST UNDER WILL OF VERA DOLLY DENTY FOUNDATION,1990-10-29 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,(416)544-5801,,
891832172RR0001,C,1,Organizations Relieving Poverty,99,Other,THE VANCOUVER ISLAND KIDNEY PATIENTS' ASSOCIATION,VANCOUVER ISLAND KIDNEY PATIENTS' ASSOCIATION,1993-01-01 0:00,1,PO BOX 5145 STATION B,VICTORIA,BC,V8R6N4,CA,(250)382-0518,INFO@VIKPA.ORG,WWW.VIKPA.ORG
891844243RR0001,C,200,Public Amenities,9,Providing low-cost housing,NICOMEKL ENHANCEMENT SOCIETY,NICOMEKL ENHANCEMENT SOCIETY,1993-01-01 0:00,1,5263 232ND ST,LANGLEY,BC,V2Z2P8,CA,(604)539-2486,NICOMEKL.H@GMAIL.COM,NICOMEKLHATCHERY.COM
891860249RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),VOICE OF PEACE FOUNDATION,VOICE OF PEACE FOUNDATION,1995-02-09 0:00,1,5097-47A AVE,DELTA,BC,V4K4G5,CA,(604)946-6236,ECMNAINC@DCCNET.COM,
891864779RR0001,C,160,Community Resource,99,Other,ARRAS FIRE BRIGADE,ARRAS FIRE BRIGADE,1988-07-01 0:00,1,P.O. BOX 2596,DAWSON CREEK,BC,V1G5A1,CA,(250)843-7525,,
891869844RR0001,C,1,Organizations Relieving Poverty,99,Other,REVELSTOKE HOSPICE SOCIETY,REVELSTOKE HOSPICE SOCIETY,1994-04-01 0:00,1,PO BOX 3133,REVELSTOKE,BC,V0E2S0,CA,(250)837-5523,REVHOSP@TELUS.NET,WWW.REVELSTOKEHOSPICESOCIETY.COM
891877409RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",WRINCH MEMORIAL FOUNDATION,WRINCH MEMORIAL FOUNDATION,2003-07-25 0:00,1,PO BAG 100,HAZELTON,BC,V0J1Y0,CA,(250)842-6121,WMFS2003@GMAIL.COM,
891877771RR0001,C,160,Community Resource,99,Other,CHILLIWACK SAFETY VILLAGE SOCIETY,CHILLIWACK SAFETY VILLAGE SOCIETY,1994-01-01 0:00,1,38 - 7600 CHILLIWACK RIVER RD,CHILLIWACK,BC,V2R3Z6,CA,(604)858-7659,LIONBOB221@GMAIL.COM,
891880205RR0001,C,200,Public Amenities,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),GREAT BLUE HERON NATURE RESERVE SOCIETY,GREAT BLUE HERON NATURE RESERVE SOCIETY,2003-09-30 0:00,1,PO BOX 512 STN MAIN,CHILLIWACK,BC,V2P7V5,CA,(604)823-6603,HERONS@SHAWBIZ.CA,WWW.CHILLIWACKBLUEHERON.COM
891920639RR0001,A,200,Public Amenities,9,Providing low-cost housing,FRIENDS OF KOOTENAY NATIONAL PARK ASSOCIATION,FRIENDS OF KOOTENAY NATIONAL PARK ASSOCIATION,1995-04-21 0:00,1,PO BOX 512,RADIUM HOT SPRINGS,BC,V0A1M0,CA,(250)346-6818,PHILWALLACE@XPLORNET.COM,FRIENDSOFKOOTENAY.BC.CA
891924771RR0001,C,1,Organizations Relieving Poverty,99,Other,PACIFIC RIM HOSPICE SOCIETY,PACIFIC RIM HOSPICE SOCIETY,1995-06-01 0:00,1,BOX 7,TOFINO,BC,V0R2Z0,CA,(250)725-1240,ED@PACIFICRIMHOSPICE.CA,WWW.PACIFICRIMHOSPICE.CA
891962169RR0001,C,120,Protective Health Care,6,Operating a shelter,CHILLIWACK SEARCH AND RESCUE SOCIETY,CHILLIWACK SEARCH AND RESCUE SOCIETY,2006-12-12 0:00,1,45515 KNIGHT RD,CHILLIWACK,BC,V2R5L2,CA,(604)858-8959,,CHILLIWACKSAR.ORG
891964173RR0001,C,110,Supportive Health Care,99,Other,ASK WELLNESS SOCIETY,ASK WELLNESS SOCIETY,1994-04-01 0:00,1,433 TRANQUILLE RD,KAMLOOPS,BC,V2B3G9,CA,(250)376-7558,,WWW.ASKWELLNESS.CA
892028242RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),VANCITY COMMUNITY FOUNDATION,VANCITY COMMUNITY FOUNDATION,1989-06-09 0:00,1,409 - 312 MAIN ST,VANCOUVER,BC,V6A2T2,CA,(604)877-7647,VCF@VANCITY.COM,VANCITYCOMMUNITYFOUNDATION.CA
892050840RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),BISHOP WILD BIRD FOUNDATION,BISHOP WILD BIRD FOUNDATION,1981-08-17 0:00,1,12408 COLDSTREAM CREEK ROAD,COLDSTREAM,BC,V1B1G1,CA,(250)542-5122,BISHOPWILDBIRD@GMAIL.COM,
892070640RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),SONS OF NORWAY FOUNDATION IN CANADA,SONS OF NORWAY FOUNDATION IN CANADA,1972-01-12 0:00,1,32412 PTARMIGAN DRIVE,MISSION,BC,V2V5R5,CA,(604)820-9760,TREASURER@SONFIC.CA,www.sonfic.ca
892079443RR0001,C,160,Community Resource,99,Other,A W A R E ASSOCIATION OF WHISTLER AREA RESIDENTS FOR THE ENVIRONMENT,A W A R E ASSOCIATION OF WHISTLER AREA RESIDENTS FOR THE ENVIRONMENT,1992-12-01 0:00,1,PO BOX 1370,WHISTLER,BC,V0N1B0,CA,,INFO@AWAREWHISTLER.ORG,WWW.AWAREWHISTLER.ORG
892079849RR0001,C,160,Community Resource,99,Other,DELTA NATURALISTS SOCIETY,DELTA NATURALISTS SOCIETY,1996-09-01 0:00,1,"1215C 56 STREET, P.O. BOX 18044",DELTA,BC,V4L2M4,CA,(604)943-6629,JKNEESCH@TELUS.NET,WWW.DNCB.WORDPRESS.COM
892082884RR0001,C,200,Public Amenities,99,Other,THE PORT ALBERNI MARITIME HERITAGE SOCIETY,THE PORT ALBERNI MARITIME HERITAGE SOCIETY,1988-01-01 0:00,1,4715 GERTRUDE ST,PORT ALBERNI,BC,V9Y6K4,CA,,,
892089046RR0001,C,1,Organizations Relieving Poverty,99,Other,"WORLD ORGANIZATION OF THE OVULATION METHOD BILLINGS, BRITISH COLUMBIA","WORLD ORGANIZATION OF THE OVULATION METHOD BILLINGS, BRITISH COLUMBIA",1979-01-01 0:00,1,6052 164 ST,SURREY,BC,V3S3V8,CA,(778)549-1350,CF0_SCMC@YAHOO-CO.UK,WOOMB.CA
892116328RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE THOMAS WESLEY POWELL FOUNDATION TRUST,THE THOMAS WESLEY POWELL FOUNDATION TRUST,1999-07-29 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
892118449RR0001,C,160,Community Resource,99,Other,COWICHAN VALLEY AMATEUR RADIO SOCIETY,COWICHAN VALLEY AMATEUR RADIO SOCIETY,1993-01-01 0:00,1,4615 GEORGE RD,COWICHAN BAY,BC,V0R1N1,CA,(250)715-3030,SVOLLET@SHAW.CA,WWW.CVARS.CA
892128646RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),WORLD NEIGHBOURS CANADA SOCIETY,WORLD NEIGHBOURS CANADA SOCIETY,1989-02-14 0:00,1,BOX 1478,OLIVER,BC,V0H1T0,CA,(250)314-5026,,WWW.WORLDNEIGHBOURS.CA
892134586RR0001,C,110,Supportive Health Care,4,Operating a food bank,CANADIAN COUNCIL ON MULTICULTURAL HEALTH INC,CANADIAN COUNCIL ON MULTICULTURAL HEALTH INC,1989-04-01 0:00,1,12075 75A AVE,SURREY,BC,V3W1S8,CA,(604)733-1466,CCMH@TELUS.NET,
892142449RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",THE WILLIAM RAMSAY CHARITIES,THE WILLIAM RAMSAY CHARITIES,1992-01-01 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
892148198RR0001,C,200,Public Amenities,99,Other,MACKENZIE AND DISTRICT MUSEUM SOCIETY,MACKENZIE AND DISTRICT MUSEUM SOCIETY,1991-03-12 0:00,1,BAG 340,MACKENZIE,BC,V0J2C0,CA,,MUSEUM@MACKBC.COM,WWW.MACKENZIEMUSEUM.CA
892149246RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),IMPACT TOMORROW (BC) FOUNDATION,IMPACT TOMORROW (BC) FOUNDATION,1995-08-24 0:00,1,106 - 460 DOYLE AVE,KELOWNA,BC,V1Y0C2,CA,(250)878-9100,AL@KelownaFoundation.com,KelownaFoundation.com
892151242RR0001,C,1,Organizations Relieving Poverty,99,Other,VICTORIA MASONIC BUILDING SOCIETY,VICTORIA MASONIC BUILDING SOCIETY,1993-01-01 0:00,1,100 - 640 FISGARD ST,VICTORIA,BC,V8W1R6,CA,(250)686-8346,STEW.CHURLISH@GMAIL.COM,
892173642RR0001,C,200,Public Amenities,99,Other,BC SOCIETY FOR THE MUSEUM OF ORIGINAL COSTUME,BC Society for the Museum of Original Costume,1994-01-01 0:00,1,1489 MCRAE AVE,VANCOUVER,BC,V6H1V1,CA,(604)216-7662,INFO@SMOC.CA,WWW.SMOC.CA
892177171RR0001,C,100,Core Health Care,99,Other,CEDAR CREST SOCIETY FOR COMMUNITY LIVING,CEDAR CREST SOCIETY FOR COMMUNITY LIVING,1973-07-31 0:00,1,BOX 1197,100 MILE HOUSE,BC,V0K2E0,CA,(250)395-4643,,
892178641RR0001,C,1,Organizations Relieving Poverty,99,Other,SALT SPRING HOSPICE SOCIETY,SALT SPRING HOSPICE SOCIETY,1989-01-13 0:00,1,5 - 127 RAINBOW RD,SALT SPRING ISLAND,BC,V8K2V5,CA,(250)537-2770,OFFICE@SALTSPRINGHOSPICE.ORG,
892184847RR0001,C,200,Public Amenities,99,Other,PENDER ISLAND PUBLIC LIBRARY ASSOCIATION,PENDER ISLAND PUBLIC LIBRARY ASSOCIATION,1977-11-08 0:00,1,PO BOX 12,PENDER ISLAND,BC,V0N2M0,CA,(250)629-3722,PENDERISLANDLIBRARY.COM,MEMBERS.SHAW.CA/PILIBRARY/
892185042RR0001,C,110,Supportive Health Care,99,Other,PENDER HARBOUR SENIORS HOUSING SOCIETY,Pender Harbour Seniors Housing Society,1991-04-01 0:00,1,PO BOX 264,MADEIRA PARK,BC,V0N2H0,CA,(604)883-0033,MCKAYINC@TELUS.NE,WWW.PENDERHARBOURABBEYFIELD.ORG
892203779RR0001,C,200,Public Amenities,99,Other,BRITANNIA SHIPYARDS NATIONAL HISTORIC SITE SOCIETY,BRITANNIA HERITAGE SHIPYARD SOCIETY,1993-01-01 0:00,1,5180 WESTWATER DRIVE,RICHMOND,BC,V7E6P3,CA,(604)271-4828,ACARSON@CITY.RICHMOND.BC.CA,WWW.BRITANNIA.BC.CA
892208646RR0001,C,200,Public Amenities,9,Providing low-cost housing,RITHET'S BOG CONSERVATION SOCIETY,RITHET'S BOG CONSERVATION SOCIETY,1993-01-01 0:00,1,1503 ROBINWOOD PLACE,VICTORIA,BC,V8N5N8,CA,(250)383-8703,,WWW.RITHETSBOG.ORG
892213414RR0001,C,100,Core Health Care,99,Other,THE EXTREME OUTREACH SOCIETY,THE EXTREME OUTREACH SOCIETY,2001-05-30 0:00,1,102 - 284 HELMCKEN RD,VICTORIA,BC,V9B1T2,CA,(250)384-2064,office@extremeoutreach.com,WWW.EXTREMEOUTREACH.COM
892231572RR0001,C,1,Organizations Relieving Poverty,99,Other,FARMFOLK/CITYFOLK SOCIETY,FARMFOLK/CITYFOLK SOCIETY,1993-10-29 0:00,1,4228 VICTORIA DR,VANCOUVER,BC,V5N4N4,CA,(604)551-2489,ADMIN@FARMFOLKCITYFOLK.CA,WWW.FARMFOLKCITYFOLK.CA
892248675RR0001,C,100,Core Health Care,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),SOUTH OKANAGAN SIMILKAMEEN MENTAL WELLNESS SOCIETY,South Okanagan Similkameen Mental Wellness Society,2005-06-15 0:00,1,118 - 246 MARTIN ST,PENTICTON,BC,V2A5K3,CA,(250)493-7338,BCSSPENTICTON@SHAW.CA,WWW.PENTICTON.BCSS.ORG
892252131RR0001,C,160,Community Resource,99,Other,WORLD FISHERIES TRUST,WORLD FISHERIES TRUST,1995-07-01 0:00,1,16 - 831 DEVONSHIRE RD,ESQUIMALT,BC,V9A4T5,CA,(778)430-7585,YOGI@WORLDFISH.ORG,WWW.WORLDFISH.ORG
892252347RR0001,C,1,Organizations Relieving Poverty,99,Other,PACIFIC ASSISTANCE DOGS SOCIETY,PACIFIC ASSISTANCE DOGS SOCIETY,1987-02-13 0:00,1,9048 STORMONT AVE,BURNABY,BC,V3N4G6,CA,(604)527-0556,LAURA@PADS.CA,WWW.PADS.CA
892264441RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),TRUST UNDER WILL OF JA MCPHAIL,TRUST UNDER WILL OF JA MCPHAIL,1984-03-28 0:00,1,"THE CANADA TRUST CO., PO BOX 10085",VANCOUVER,BC,V7Y1B6,CA,(519)667-3414,,
892266560RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),"KNIGHTS OF COLUMBUS, ST PIUS X COUNCIL #7359 FOUNDATION","KNIGHTS OF COLUMBUS, ST PIUS X COUNCIL #7359 FOUNDATION",1991-01-01 0:00,1,2 - 1920 RICHTER ST,KELOWNA,BC,V1Y2N2,CA,(250)763-0512,,
892297888RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",SQUAMISH HOSPITAL FOUNDATION,Squamish Hospital Foundation,1995-04-01 0:00,1,PO BOX 763,GARIBALDI HIGHLANDS,BC,V0N1T0,CA,(604)892-5603,SQUAMISHHOSPITALFOUNDATION@GMAIL.COM,WWW.SQUAMISHHOSPITAL.COM
892307216RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),TRUE DIRECTIONS CHARITABLE FOUNDATION,TRUE DIRECTIONS CHARITABLE FOUNDATION,2000-10-18 0:00,1,1401 194 ST,SURREY,BC,V3Z9R9,CA,,,
892307976RR0001,C,1,Organizations Relieving Poverty,99,Other,SHUSWAP HOSPICE SOCIETY,SHUSWAP HOSPICE SOCIETY,1988-01-01 0:00,1,4 - 781 MARINE PARK DR NE,SALMON ARM,BC,V1E2W7,CA,(250)832-7099,ADMIN@SHUSWAPHOSPICE.CA,WWW.SHUSWAPHOSPICE.CA
892319047RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE LEONARD CHARITIES,LEONARD CHARITIES,1990-01-01 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
892320441RR0001,C,200,Public Amenities,9,Providing low-cost housing,THE RECREATION FOUNDATION OF BRITISH COLUMBIA,THE RECREATION FOUNDATION OF BRITISH COLUMBIA,1989-01-01 0:00,1,8704 PENDER PARK DR,NORTH SAANICH,BC,V8L3Z5,CA,(604)461-6706,INFO@RECREATIONFOUNDATIONBC.CA,WWW.RECREATIONFOUNDATIONBC.CA
892322769RR0001,C,160,Community Resource,99,Other,WEST KOOTENAY/BOUNDARY CRIME STOPPERS,WEST KOOTENAY/BOUNDARY CRIME STOPPERS,1996-09-23 0:00,1,#4-615 COLUMBA AVENUE,CASTLEGAR,BC,V1N1G9,CA,(250)359-7306,007NELSON@TELUS.NET,
892334640RR0001,B,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),TRUST UNDER WILL OF REUBEN W LEONARD FOR UNIVERSITY OF TORON,TRUST UNDER WILL OF REUBEN W LEONARD FOR UNIVERSITY OF TORONTO,1979-01-01 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
892336967RR0001,C,1,Organizations Relieving Poverty,99,Other,THE BOSCO SOCIETY FOR DISTURBED ADOLESCENTS,THE BOSCO SOCIETY FOR DISTURBED ADOLESCENTS,1995-09-16 0:00,1,128-145 KING EDWARD STREET.,COQUITLAM,BC,V3K6M2,CA,,,
892341561RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),BURNABY FIRE FIGHTERS CHARITABLE SOCIETY,BURNABY FIRE FIGHTERS CHARITABLE SOCIETY,1990-07-30 0:00,1,205-6515 BONSOR AVE,BURNABY,BC,V5H3E8,CA,(604)434-1717,,
892346560RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),DOING GOOD FOUNDATION,Doing Good Foundation,1995-09-01 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
892347162RR0001,C,200,Public Amenities,99,Other,BRITISH COLUMBIA ENTERTAINMENT HALL OF FAME SOCIETY,BRITISH COLUMBIA ENTERTAINMENT HALL OF FAME SOCIETY,1994-06-16 0:00,1,402 - 2430 POINT GREY RD,VANCOUVER,BC,V6K1A2,CA,(604)737-7009,,www.bcentertainmenthalloffame.com
892355967RR0001,C,160,Community Resource,99,Other,CANADIAN INSTITUTE FOR APPLIED SOCIAL RESEARCH,CANADIAN INSTITUTE FOR APPLIED SOCIAL RESEARCH,1994-06-28 0:00,1,BOX 91489,WEST VANCOUVER,BC,V7V3P2,CA,(778)240-4319,,
892372285RR0001,C,160,Community Resource,99,Other,VALLEY COMMUNITY SERVICES SOCIETY,Valley Community Services Society,1996-06-03 0:00,1,PO BOX 187,CRESTON,BC,V0B1G0,CA,(250)428-5547,ADMIN@VALLEY.SERVICES,WWW.VALLEY.SERVICES
892378043RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),SURREYCARES COMMUNITY FOUNDATION,SURREYCARES COMMUNITY FOUNDATION,1994-05-24 0:00,1,PO BOX 34089,SURREY,BC,V3S8C4,CA,(604)591-2699,INFO@SURREYCARES.ORG,WWW.SURREYCARES.ORG
892397563RR0001,C,200,Public Amenities,99,Other,QAY'LLNAGAAY HERITAGE CENTRE SOCIETY,QAY'LLNAGAAY HERITAGE CENTRE SOCIETY,1995-12-14 0:00,1,"2 SECOND BEACH ROAD, POST OFFICE BOX 1523",SKIDEGATE,BC,V0T1S1,CA,,,
